NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	EPIDERMIS DEVELOPMENT%GOBP%GO:0008544	Details ...	133	-0.56326395	-2.7646582	0.0	0.0	0.0	3282	tags=44%, list=16%, signal=52%	
HEPARAN SULFATE HEPARIN (HS-GAG) METABOLISM%REACTOME%R-HSA-1638091.1	HEPARAN SULFATE HEPARIN (HS-GAG) METABOLISM%REACTOME%R-HSA-1638091.1	Details ...	46	-0.6776112	-2.7490227	0.0	0.0	0.0	2186	tags=43%, list=11%, signal=49%	
KERATINIZATION%REACTOME DATABASE ID RELEASE 83%6805567	KERATINIZATION%REACTOME DATABASE ID RELEASE 83%6805567	Details ...	53	-0.67583877	-2.7296326	0.0	0.0	0.0	1936	tags=55%, list=10%, signal=60%	
SKIN DEVELOPMENT%GOBP%GO:0043588	SKIN DEVELOPMENT%GOBP%GO:0043588	Details ...	92	-0.5973194	-2.7060194	0.0	0.0	0.0	3298	tags=47%, list=16%, signal=56%	
KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216	KERATINOCYTE DIFFERENTIATION%GOBP%GO:0030216	Details ...	42	-0.6782549	-2.6647582	0.0	0.0	0.0	2405	tags=45%, list=12%, signal=51%	
NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME%R-HSA-3000171.3	NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME%R-HSA-3000171.3	Details ...	40	-0.6745196	-2.6024108	0.0	0.0	0.0	2333	tags=48%, list=12%, signal=54%	
PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	PROTEIN SYNTHESIS: ALANINE%PATHWHIZ%PW101384	Details ...	79	-0.5640138	-2.5976143	0.0	0.0	0.0	5117	tags=62%, list=25%, signal=83%	
PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	PROTEIN SYNTHESIS: ASPARTIC ACID%SMPDB%SMP0111858	Details ...	79	-0.5613879	-2.5925379	0.0	0.0	0.0	5117	tags=61%, list=25%, signal=81%	
EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0009913	EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0009913	Details ...	66	-0.59676176	-2.5887008	0.0	0.0	0.0	2605	tags=36%, list=13%, signal=42%	
AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	AEROBIC RESPIRATION I (CYTOCHROME C)%BIOCYC%PWY-3781	Details ...	72	-0.5880394	-2.5755842	0.0	0.0	0.0	373	tags=15%, list=2%, signal=16%	
PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	PROTEIN SYNTHESIS: TYROSINE%PATHWHIZ%PW120527	Details ...	79	-0.5602646	-2.5662303	0.0	0.0	0.0	5117	tags=61%, list=25%, signal=81%	
HS-GAG BIOSYNTHESIS%REACTOME%R-HSA-2022928.3	HS-GAG BIOSYNTHESIS%REACTOME%R-HSA-2022928.3	Details ...	24	-0.7468826	-2.5634656	0.0	0.0	0.0	2704	tags=63%, list=13%, signal=72%	
PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	PROTEIN SYNTHESIS: THREONINE%PATHWHIZ%PW120525	Details ...	79	-0.5596341	-2.563266	0.0	0.0	0.0	5117	tags=61%, list=25%, signal=81%	
HS-GAG DEGRADATION%REACTOME%R-HSA-2024096.2	HS-GAG DEGRADATION%REACTOME%R-HSA-2024096.2	Details ...	20	-0.7903225	-2.5624492	0.0	0.0	0.0	1913	tags=65%, list=9%, signal=72%	
PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	PROTEIN SYNTHESIS: PROLINE%PATHWHIZ%PW113695	Details ...	79	-0.5646725	-2.5485709	0.0	0.0	0.0	5117	tags=62%, list=25%, signal=83%	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME DATABASE ID RELEASE 83%381426	Details ...	96	-0.5358329	-2.5430503	0.0	0.0	0.0	3898	tags=55%, list=19%, signal=68%	
PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	PROTEIN SYNTHESIS: LYSINE%SMPDB%SMP0111874	Details ...	79	-0.5590328	-2.5390987	0.0	0.0	0.0	5117	tags=61%, list=25%, signal=81%	
PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	PROTEIN SYNTHESIS: VALINE%PATHWHIZ%PW120528	Details ...	79	-0.56517744	-2.5325556	0.0	0.0	0.0	5117	tags=62%, list=25%, signal=83%	
PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	PROTEIN SYNTHESIS: ISOLEUCINE%SMPDB%SMP0111872	Details ...	79	-0.5577328	-2.5248888	0.0	0.0	0.0	5117	tags=61%, list=25%, signal=81%	
PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	PROTEIN SYNTHESIS: ARGININE%SMPDB%SMP0111853	Details ...	79	-0.5581806	-2.5248404	0.0	0.0	0.0	5117	tags=61%, list=25%, signal=81%	
PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934	PROTEIN SYNTHESIS: PHENYLALANINE%PATHWHIZ%PW112934		80	-0.56388795	-2.508802	0.0	1.2956926E-4	0.001	5117	tags=61%, list=25%, signal=82%	
PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929	PROTEIN SYNTHESIS: HISTIDINE%PATHWHIZ%PW112929		79	-0.56060356	-2.5021663	0.0	1.2367974E-4	0.001	5117	tags=61%, list=25%, signal=81%	
PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918	PROTEIN SYNTHESIS: CYSTEINE%PATHWHIZ%PW112918		79	-0.55963075	-2.4991288	0.0	1.1830236E-4	0.001	5117	tags=61%, list=25%, signal=81%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2		89	-0.5411591	-2.4952881	0.0	1.13373106E-4	0.001	5555	tags=62%, list=27%, signal=85%	
